tweet_id,favorites,retweets,user_followers_cnt,user_favourites_cnt,date_timestamp
803692223237865472,0,8447,6430875,132887,2016-11-29 20:08:52
803638050916102144,12048,4698,6430875,132887,2016-11-29 16:33:36
803380650405482500,8489,2112,6430875,132887,2016-11-28 23:30:47
803321560782307329,0,6063,6430875,132887,2016-11-28 19:35:59
803276597545603072,11013,2801,6430875,132887,2016-11-28 16:37:19
802952499103731712,9908,2272,6430875,132887,2016-11-27 19:09:28
802624713319034886,0,3319,6430875,132887,2016-11-26 21:26:58
802600418706604034,7815,1665,6430876,132887,2016-11-26 19:50:26
802572683846291456,9808,2848,6430876,132887,2016-11-26 18:00:13
802323869084381190,17825,6637,6430876,132887,2016-11-26 01:31:31
802265048156610565,6960,1544,6430876,132887,2016-11-25 21:37:47
802239329049477120,9954,2950,6430876,132887,2016-11-25 19:55:35
802185808107208704,0,306,6430876,132887,2016-11-25 16:22:55
801958328846974976,8472,1935,6430876,132887,2016-11-25 01:18:59
801854953262350336,1930,264,6430876,132887,2016-11-24 18:28:13
801538201127157760,8986,2336,6430876,132887,2016-11-23 21:29:33
801285448605831168,6661,939,6430876,132887,2016-11-23 04:45:12
801167903437357056,26938,6766,6430876,132887,2016-11-22 20:58:07
801127390143516673,0,4509,6430876,132887,2016-11-22 18:17:08
801115127852503040,8858,2364,6430876,132887,2016-11-22 17:28:25
800859414831898624,761,111,6430877,132887,2016-11-22 00:32:18
800855607700029440,0,1845,6430877,132887,2016-11-22 00:17:10
800751577355128832,11525,3143,6430877,132887,2016-11-21 17:23:47
800513324630806528,14441,3417,6430877,132887,2016-11-21 01:37:04
800459316964663297,10371,2434,6430877,132887,2016-11-20 22:02:27
800443802682937345,0,4916,6430877,132887,2016-11-20 21:00:48
800388270626521089,12246,3176,6430877,132887,2016-11-20 17:20:08
800188575492947969,0,4465,6430878,132887,2016-11-20 04:06:37
800141422401830912,16806,2912,6430878,132887,2016-11-20 00:59:15
800018252395122689,31211,14966,6430878,132887,2016-11-19 16:49:49
799774291445383169,0,5336,6430870,132888,2016-11-19 00:40:24
799757965289017345,9239,2451,6430878,132887,2016-11-18 23:35:32
799422933579902976,8832,2165,6430879,132887,2016-11-18 01:24:14
799308762079035393,0,6303,6430879,132887,2016-11-17 17:50:33
799297110730567681,10888,3157,6430879,132887,2016-11-17 17:04:16
799063482566066176,8891,2791,6430879,132887,2016-11-17 01:35:54
798933969379225600,14479,5082,6430879,132887,2016-11-16 17:01:16
798925684722855936,8150,1628,6430879,132887,2016-11-16 16:28:21
798705661114773508,0,7519,6430879,132887,2016-11-16 01:54:03
798701998996647937,0,8889,6430879,132887,2016-11-16 01:39:30
798697898615730177,0,7405,6430879,132887,2016-11-16 01:23:12
798694562394996736,0,5666,6430879,132887,2016-11-16 01:09:57
798686750113755136,0,2636,6430879,132887,2016-11-16 00:38:54
